Indice,texto,Categoria 1,categoria 2,categoria 3
3021,"#NoComasCuento @VillaFernando_ confirmó a #EcuadorChequea que esta campaña no fue promocionada por él. ""Tampoco he decidido participar en política y menos aún alguna candidatura presidencial"", detalló. Suscríbete a información verificada: #NoComasCuento @VillaFernando_ confirmó a #EcuadorChequea que esta campaña no fue promocionada por él. ""Tampoco he decidido participar en política y menos aún alguna candidatura presidencial"", detalló. Suscríbete a información verificada:",0,0,0
3022,La propuesta de @CynthiaViteri6 raya en el “populismo penal”. Lo dicho por la funcionaria sobre “castración definitiva” a los violadores de menores desconoce el derecho constitucional y los tratados internacionales suscritos por Ecuador. #NoComasCuento La propuesta de @CynthiaViteri6 raya en el “populismo penal”. Lo dicho por la funcionaria sobre “castración definitiva” a los violadores de menores desconoce el derecho constitucional y los tratados internacionales suscritos por Ecuador. #NoComasCuento,0,0,0
3023,"Los casos de #Covid19 sí se han incrementado en las últimas semanas. La #OMS señala que las subvariantes de #Ómicron, como BA.4 y BA.5, son las causantes de ocasionar un nuevo brote de contagio en el mundo. El relajamiento de medidas ha contribuido. Los casos de #Covid19 sí se han incrementado en las últimas semanas. La #OMS señala que las subvariantes de #Ómicron, como BA.4 y BA.5, son las causantes de ocasionar un nuevo brote de contagio en el mundo. El relajamiento de medidas ha contribuido.",1,0,1
3024,"Aunque el dióxido de cloro se vende abiertamente por internet no existe evidencia de que aporte ningún beneficio. Por el contrario, @Salud_Ec ha enfatizado que su consumo puede resultar tóxico. #NoComasCuento y revisa: Aunque el dióxido de cloro se vende abiertamente por internet no existe evidencia de que aporte ningún beneficio. Por el contrario, @Salud_Ec ha enfatizado que su consumo puede resultar tóxico. #NoComasCuento y revisa:",1,0,1
3025,"Un delegado del Gobierno fue recibido de espaldas por un grupo en conferencia de la Celac. En el marco del #ParoNacional de junio pasado, un grupo de la sociedad civil que asistía a una conferencia en Chile, tomó esta medida como protesta. Un delegado del Gobierno fue recibido de espaldas por un grupo en conferencia de la Celac. En el marco del #ParoNacional de junio pasado, un grupo de la sociedad civil que asistía a una conferencia en Chile, tomó esta medida como protesta.",0,0,0
3026,"#LatamChequea #CoronaVirusFacts No existe una cura o vacuna contra la #COVID19. Ciertos ""remedios naturales"" pueden tener efectos paliativos en un gripe o resfriado. Pero, NO previenen o curan la enfermedad causada por el nuevo coronavirus. Revisa: #LatamChequea #CoronaVirusFacts No existe una cura o vacuna contra la #COVID19. Ciertos ""remedios naturales"" pueden tener efectos paliativos en un gripe o resfriado. Pero, NO previenen o curan la enfermedad causada por el nuevo coronavirus. Revisa:",1,0,0
3027,"El informe habla de manipulación desde una misma dirección IP. Hay dos denuncias en @FiscaliaEcuador sobre la votación de estas cuatro curules sobre la posible destitución del Presidente. Una del Presidente de la Asamblea, otra de Fernando Villavicencio. El informe habla de manipulación desde una misma dirección IP. Hay dos denuncias en @FiscaliaEcuador sobre la votación de estas cuatro curules sobre la posible destitución del Presidente. Una del Presidente de la Asamblea, otra de Fernando Villavicencio.",0,0,0
3028,#NoComasCuento la Facultad Nacional de Salud Pública de la @UDeA (Colombia) aseguró que no es responsable de la información sobre un pico de contagio de #COVID19 en la región. El riesgo se relaciona con la aglomeración y falta de medidas de prevención. #NoComasCuento la Facultad Nacional de Salud Pública de la @UDeA (Colombia) aseguró que no es responsable de la información sobre un pico de contagio de #COVID19 en la región. El riesgo se relaciona con la aglomeración y falta de medidas de prevención.,1,0,1
3029,"Jaime Nebot propuso que Ecuador sea una república federal. El exalcalde plantea una reforma parcial a la Constitución; basado en su artículo 442, que habla sobre iniciativa ciudadana que pasa a la Asamblea. #NoComasCuento Jaime Nebot propuso que Ecuador sea una república federal. El exalcalde plantea una reforma parcial a la Constitución; basado en su artículo 442, que habla sobre iniciativa ciudadana que pasa a la Asamblea. #NoComasCuento",0,0,0
3030,"#NoComasCuento páginas dedicadas a difundir desinformación ahora invitan a sus seguidores a sumarse a grupos de “elecciones”. Revisa otra página de nuestro directorio de la desinformación, en esta ocasión el perfil de Facebook ‘Visión 360’. #NoComasCuento páginas dedicadas a difundir desinformación ahora invitan a sus seguidores a sumarse a grupos de “elecciones”. Revisa otra página de nuestro directorio de la desinformación, en esta ocasión el perfil de Facebook ‘Visión 360’.",0,0,0
3031,El aceite popular cuesta $1 y contiene 360 ml; es decir 80 ml más respecto de las presentaciones habituales que cuestan igual $1. Lee la verificación completa: El aceite popular cuesta $1 y contiene 360 ml; es decir 80 ml más respecto de las presentaciones habituales que cuestan igual $1. Lee la verificación completa:,0,0,0
3032,"Las centrales Agoyán, San Francisco y Delsitanisagua suspendieron sus operaciones desde este lunes debido a las fuertes lluvias. La CELEC EP aclaró que no afecta el suministro de energía nacional. Lee la verificación completa: Las centrales Agoyán, San Francisco y Delsitanisagua suspendieron sus operaciones desde este lunes debido a las fuertes lluvias. La CELEC EP aclaró que no afecta el suministro de energía nacional. Lee la verificación completa:",0,0,0
3033,"Este mensaje es falso. Inicialmente, circuló como si fuera de la @UdeA . Ahora se adaptó el contenido como si correspondiera a la @UDLAEcuador ; lo cual es falso. El riesgo de contagio es igual sin importar el día. ¡Suscríbete a información verificada! Este mensaje es falso. Inicialmente, circuló como si fuera de la @UdeA . Ahora se adaptó el contenido como si correspondiera a la @UDLAEcuador ; lo cual es falso. El riesgo de contagio es igual sin importar el día. ¡Suscríbete a información verificada!",0,0,0
3034,"En India se ha registrado una nueva subvariante, conocida como Centaurus. Se conoce que su transmisión ocurre con mayor velocidad y se cree que esta puede transmitirse cinco veces más rápido que #Ómicron, pero no se sabe si es más peligrosa. #Covid19 En India se ha registrado una nueva subvariante, conocida como Centaurus. Se conoce que su transmisión ocurre con mayor velocidad y se cree que esta puede transmitirse cinco veces más rápido que #Ómicron, pero no se sabe si es más peligrosa. #Covid19",1,0,0
3035,"El supuesto ensayo realizado en Ecuador se hizo a 104 personas y no todas fueron diagnosticadas con COVID-19, no existía grupo de control en que no se administró el CDS y no se realizaron pruebas para confirmar que están curadas. El supuesto ensayo realizado en Ecuador se hizo a 104 personas y no todas fueron diagnosticadas con COVID-19, no existía grupo de control en que no se administró el CDS y no se realizaron pruebas para confirmar que están curadas.",1,0,1
3036,El uso de mascarilla sigue siendo opcional en Ecuador. Sí existen nuevas recomendaciones debido a los casos de #Covid19 registrados en el país. La mascarilla es obligatoria en hospitales y para personas con sintomatología. Lee la verificación completa: El uso de mascarilla sigue siendo opcional en Ecuador. Sí existen nuevas recomendaciones debido a los casos de #Covid19 registrados en el país. La mascarilla es obligatoria en hospitales y para personas con sintomatología. Lee la verificación completa:,0,0,0
3037,El euro se deprecia frente al dólar y llega casi a la paridad. La moneda de la eurozona cayó a mínimos de 20 años frente al dólar estadounidense. Esto afecta a la economía ecuatoriana. Lee la verificación completa: El euro se deprecia frente al dólar y llega casi a la paridad. La moneda de la eurozona cayó a mínimos de 20 años frente al dólar estadounidense. Esto afecta a la economía ecuatoriana. Lee la verificación completa:,0,0,0
3038,"La que fue reportada como robada era la camioneta en que se movilizaba, pero no era suya. Según un reporte preliminar, esto habría ocurrido la madrugada del jueves, en Quito. Lee la verificación completa: La que fue reportada como robada era la camioneta en que se movilizaba, pero no era suya. Según un reporte preliminar, esto habría ocurrido la madrugada del jueves, en Quito. Lee la verificación completa:",0,0,0
3039,#NoComasCuento la casa de @MashiRafael no está a nombre de #DanielSalcedo. Esta mentira fue viralizada por la página la cual difunde rumores y mentiras copiando la imagen de @DiarioExtraEc . Suscríbete: #NoComasCuento la casa de @MashiRafael no está a nombre de #DanielSalcedo. Esta mentira fue viralizada por la página la cual difunde rumores y mentiras copiando la imagen de @DiarioExtraEc . Suscríbete:,0,0,0
3040,"El Director de la @NASA_es lo dijo en una entrevista, China lo acusa de ‘calumnias irresponsables’. Afirmó que el ‘Gigante asiático’ tiene intención de construir una base en la Luna, junto con Rusia para ""apoderarse"" del satélite natural. El Director de la @NASA_es lo dijo en una entrevista, China lo acusa de ‘calumnias irresponsables’. Afirmó que el ‘Gigante asiático’ tiene intención de construir una base en la Luna, junto con Rusia para ""apoderarse"" del satélite natural.",0,0,0
3041,"El 18 de julio se reunirá la OMS para evaluar el avance de la viruela del mono. Esta enfermedad registra un brote de contagios en diferentes países del mundo, por ello este organismo analizará si esta enfermedad es declarada como emergencia sanitaria. El 18 de julio se reunirá la OMS para evaluar el avance de la viruela del mono. Esta enfermedad registra un brote de contagios en diferentes países del mundo, por ello este organismo analizará si esta enfermedad es declarada como emergencia sanitaria.",0,0,1
3042,"En redes sociales circula desde el 22 de julio una imagen en que supuestamente se observan las luces de una flota pesquera China amenazando las islas Galápagos. Sin embargo, esa imagen no corresponde a territorio ecuatoriano. #NoComasCuento revisa aquí En redes sociales circula desde el 22 de julio una imagen en que supuestamente se observan las luces de una flota pesquera China amenazando las islas Galápagos. Sin embargo, esa imagen no corresponde a territorio ecuatoriano. #NoComasCuento revisa aquí",0,0,0
3043,Nayib Bukele no quitó la seguridad privada de los diputados de su país. Al presidente de El Salvador se le atribuye una supuesta decisión que elimina algunos beneficios para los legisladores. Esa información se ha viralizado en algunos países. Nayib Bukele no quitó la seguridad privada de los diputados de su país. Al presidente de El Salvador se le atribuye una supuesta decisión que elimina algunos beneficios para los legisladores. Esa información se ha viralizado en algunos países.,0,0,0
3044,"#Guayaquil reporta un incremento de 138 casos de #Covid19 al día, es por eso que se reactiva el uso obligatorio de mascarilla en espacios públicos cerrados de la ciudad. Lee la verificación completa: #Guayaquil reporta un incremento de 138 casos de #Covid19 al día, es por eso que se reactiva el uso obligatorio de mascarilla en espacios públicos cerrados de la ciudad. Lee la verificación completa:",1,0,1
3045,"La fuente de esta mentira que también circula en Estados Unidos, Italia y México es Alexander Mazeikin, integrante de un grupo rebelde ucraniano. La vacuna de #EEUU del laboratorio Moderna no es un secreto y se planea probarla en miles de estadounidenses. La fuente de esta mentira que también circula en Estados Unidos, Italia y México es Alexander Mazeikin, integrante de un grupo rebelde ucraniano. La vacuna de #EEUU del laboratorio Moderna no es un secreto y se planea probarla en miles de estadounidenses.",1,0,1
3046,"1,7 millones de chinos son confinados por un rebrote de Covid-19. Las autoridades de ese país mantienen una estricta estrategia sanitaria. Esta consiste en una cuarentena y someter a la población a pruebas de detección. 1,7 millones de chinos son confinados por un rebrote de Covid-19. Las autoridades de ese país mantienen una estricta estrategia sanitaria. Esta consiste en una cuarentena y someter a la población a pruebas de detección.",0,0,0
3047,"Ximena Garzón renunció a su cargo, otras tres renuncias han sido aceptadas. Una crisis de Gabinete afecta también a los ministerios de Economía, Transporte y la Secretaría de Educación Superior. #NoComasCuento Ximena Garzón renunció a su cargo, otras tres renuncias han sido aceptadas. Una crisis de Gabinete afecta también a los ministerios de Economía, Transporte y la Secretaría de Educación Superior. #NoComasCuento",0,0,0
3048,"En Ecuador y en Perú se registra un incremento de contagios de Covid-19. Los expertos recomiendan mantener la distancia y evitar espacios con poca ventilación; además, instan a la vacunación para evitar la enfermedad grave o muerte. En Ecuador y en Perú se registra un incremento de contagios de Covid-19. Los expertos recomiendan mantener la distancia y evitar espacios con poca ventilación; además, instan a la vacunación para evitar la enfermedad grave o muerte.",1,0,1
3049,"La jueza del caso sí declaró la audiencia como fallida. Además, elevó una consulta a la Corte Constitucional en torno a un nuevo plazo de 15 días para que se evacúen las pruebas de ambas partes. Lee la verificación completa: La jueza del caso sí declaró la audiencia como fallida. Además, elevó una consulta a la Corte Constitucional en torno a un nuevo plazo de 15 días para que se evacúen las pruebas de ambas partes. Lee la verificación completa:",0,0,0
3050,"La #OMS recomienda que se disminuyan las parejas sexuales. Según el director del organismo, el 98% de los contagios se produce entre hombres que han tenido sexo con hombres. Piden a los países que tomen medidas frente a la enfermedad. #ViruelaDelMono La #OMS recomienda que se disminuyan las parejas sexuales. Según el director del organismo, el 98% de los contagios se produce entre hombres que han tenido sexo con hombres. Piden a los países que tomen medidas frente a la enfermedad. #ViruelaDelMono",1,0,1
3051,"La diferencia en los resultados de validación de las pruebas adquiridas por el @MunicipioQuito , Isopollo #COVID19 se debe a la metodología y el procesamiento de las muestras. La diferencia en los resultados de validación de las pruebas adquiridas por el @MunicipioQuito , Isopollo #COVID19 se debe a la metodología y el procesamiento de las muestras.",1,0,1
3052,"Tekashi 6ix9ine regaló miles de dólares a familias vulnerables. El cantante visitó Ecuador y dejó ver en redes sociales que, en sus recorridos, regaló dinero a diferentes personas y familias. Lee la verificación completa: Tekashi 6ix9ine regaló miles de dólares a familias vulnerables. El cantante visitó Ecuador y dejó ver en redes sociales que, en sus recorridos, regaló dinero a diferentes personas y familias. Lee la verificación completa:",0,0,0
3053,"El alcalde del @MunicipioQuito , Jorge Yunda, defendió la efectividad de las pruebas para detectar el #COVID19 "" tienen más del 95% de efectividad"". La diferencia en los resultados de los informes de validación se debe a la metodología y el procesamiento. El alcalde del @MunicipioQuito , Jorge Yunda, defendió la efectividad de las pruebas para detectar el #COVID19 "" tienen más del 95% de efectividad"". La diferencia en los resultados de los informes de validación se debe a la metodología y el procesamiento.",1,0,1
3054,"El lenguaje inclusivo fue prohibido en los centros educativos de Buenos Aires, en Argentina. El alcalde de esa ciudad argumenta que es necesario “respetar el idioma español”. Por eso se ha tomado la decisión. Lee la verificación completa: El lenguaje inclusivo fue prohibido en los centros educativos de Buenos Aires, en Argentina. El alcalde de esa ciudad argumenta que es necesario “respetar el idioma español”. Por eso se ha tomado la decisión. Lee la verificación completa:",0,0,0
3055,"Carlos Vera no insultó a la madre de Saquicela, pero sí emitió una expresión ofensiva. Lo que se ha considerado una grosería, fue dicho a manera de comentario por una respuesta del funcionario. En el mismo espacio Vera se disculpó. #NoComasCuento Carlos Vera no insultó a la madre de Saquicela, pero sí emitió una expresión ofensiva. Lo que se ha considerado una grosería, fue dicho a manera de comentario por una respuesta del funcionario. En el mismo espacio Vera se disculpó. #NoComasCuento",0,0,0
3056,"La alcaldesa @CynthiaViteri6 dijo que ha disminuido el número de muertes sobre el promedio en #Guayaquil. Y sí lo ha hecho, pero los contagios de COVID-19 aumentan cada día. Lo chequeamos: La alcaldesa @CynthiaViteri6 dijo que ha disminuido el número de muertes sobre el promedio en #Guayaquil. Y sí lo ha hecho, pero los contagios de COVID-19 aumentan cada día. Lo chequeamos:",0,0,0
3057,#NoComasCuento declaraciones de la ministra @monserratcream1 pronunciadas en marzo fueron sacadas de contexto. @Educacion_Ec confirmó a #EcuadorChequea que en la costa se continúa trabajando con la modalidad de portafolio. Suscríbete: #NoComasCuento declaraciones de la ministra @monserratcream1 pronunciadas en marzo fueron sacadas de contexto. @Educacion_Ec confirmó a #EcuadorChequea que en la costa se continúa trabajando con la modalidad de portafolio. Suscríbete:,0,0,0
3058,"Guillermo Lasso presentó un proyecto de casas sostenibles en Manabí. El proyecto será para pobladores de Olmedo. Sin embargo, en la publicación se evidencia un claro tinte político. #NoComasCuento Guillermo Lasso presentó un proyecto de casas sostenibles en Manabí. El proyecto será para pobladores de Olmedo. Sin embargo, en la publicación se evidencia un claro tinte político. #NoComasCuento",0,0,0
3059,Un equipo médico reportó este caso en California. Se trata de un hombre de 66 años. El paciente prefiere no ser identificado y ya ha dejado de tomar medicamentos contra el VIH. Lee la verificación completa: Un equipo médico reportó este caso en California. Se trata de un hombre de 66 años. El paciente prefiere no ser identificado y ya ha dejado de tomar medicamentos contra el VIH. Lee la verificación completa:,1,0,1
3060,#NoComasCuento aunque el @cnegobec proyecta un gasto de USD 42 millones en promoción electoral para 2021 aún no se han asignado estos montos a ninguna tienda política. Primero se deberán definir y calificar las candidaturas presentadas. #NoComasCuento aunque el @cnegobec proyecta un gasto de USD 42 millones en promoción electoral para 2021 aún no se han asignado estos montos a ninguna tienda política. Primero se deberán definir y calificar las candidaturas presentadas.,0,0,0
3061,"Por primera vez Ecuador exporta a Suiza cannabis para medicamentos. El producto ecuatoriano salió del país y llegó a Suiza, lo que constituye un hito para la industria nacional, así lo afirma el exportador. Lee la verificación completa: Por primera vez Ecuador exporta a Suiza cannabis para medicamentos. El producto ecuatoriano salió del país y llegó a Suiza, lo que constituye un hito para la industria nacional, así lo afirma el exportador. Lee la verificación completa:",0,0,0
3062,"#NoComasCuento Lo dicho por el @DrJuanCZevallos no es cierto. En la región países como El Salvador, Paraguay y Uruguay registran menos casos por millón de habitantes que Ecuador que tiene uno de los niveles de testeo más bajos: 13 entre 17. #NoComasCuento Lo dicho por el @DrJuanCZevallos no es cierto. En la región países como El Salvador, Paraguay y Uruguay registran menos casos por millón de habitantes que Ecuador que tiene uno de los niveles de testeo más bajos: 13 entre 17.",0,0,0
3063,"El cohete chino perdió el control y, si no se desintegra, impactará la Tierra este fin de semana. Es la segunda nave del país asiático que pierde el control al descender del espacio en un año. No se sabe con exactitud el lugar del impacto ni la hora. El cohete chino perdió el control y, si no se desintegra, impactará la Tierra este fin de semana. Es la segunda nave del país asiático que pierde el control al descender del espacio en un año. No se sabe con exactitud el lugar del impacto ni la hora.",0,0,0
3064,"Hasta hoy, es poco probable que la #ViruelaDelMono se vuelva pandemia. Su transmisión no se puede dispersar con tanta facilidad como sí lo hacen los virus respiratorios. Su contagio ocurre cuando una persona entra en contacto con el virus. Hasta hoy, es poco probable que la #ViruelaDelMono se vuelva pandemia. Su transmisión no se puede dispersar con tanta facilidad como sí lo hacen los virus respiratorios. Su contagio ocurre cuando una persona entra en contacto con el virus.",1,0,0
3065,"La vacuna contra el #Covid19 protege contra la enfermedad grave y la muerte. Los expertos aseguran que contraer la enfermedad del coronavirus puede perjudicar a largo plazo nuestra salud, mientras que, la vacuna otorga una respuesta inmunológica. La vacuna contra el #Covid19 protege contra la enfermedad grave y la muerte. Los expertos aseguran que contraer la enfermedad del coronavirus puede perjudicar a largo plazo nuestra salud, mientras que, la vacuna otorga una respuesta inmunológica.",1,0,1
3066,"El pez remo fue capturado por un pescador en Anconcito, en la Costa ecuatoriana. Este espécimen tiene una característica peculiar que es el pez más largo y muy difícil de atrapar. El pez remo fue capturado por un pescador en Anconcito, en la Costa ecuatoriana. Este espécimen tiene una característica peculiar que es el pez más largo y muy difícil de atrapar.",0,0,0
3067,"El diamante rosa de 170 quilates sí fue hallado en una mina de Angola. Es considerado uno de los más imponentes en 300 años. Será vendido a través de licitación internacional realizada por Sodiam E.P, empresa comercializadora de diamantes. El diamante rosa de 170 quilates sí fue hallado en una mina de Angola. Es considerado uno de los más imponentes en 300 años. Será vendido a través de licitación internacional realizada por Sodiam E.P, empresa comercializadora de diamantes.",0,0,0
3068,El Gobierno planea colaborar para la final de la Libertadores en el Monumental. El ministro de Gobierno comentó que también aportarán en los preparativos para que se desarrolle con éxito la final. Lee la verificación completa: El Gobierno planea colaborar para la final de la Libertadores en el Monumental. El ministro de Gobierno comentó que también aportarán en los preparativos para que se desarrolle con éxito la final. Lee la verificación completa:,0,0,0
3069,"#NoComasCuento Esta imprecisión de Marlon Santi, coordinador nacional de @PKnacional18 , se originó en marzo de 2020. Esto nació de un rumor que afirmaba que “un medicamento cubano logró curar a 1500 pacientes con coronavirus (COVID 19) en China”. #NoComasCuento Esta imprecisión de Marlon Santi, coordinador nacional de @PKnacional18 , se originó en marzo de 2020. Esto nació de un rumor que afirmaba que “un medicamento cubano logró curar a 1500 pacientes con coronavirus (COVID 19) en China”.",0,0,0
3070,"Esto es una muestra del poco sostenible ritmo de consumo en el planeta. Ayer se declaró el Día de la Sobrecapacidad de la Tierra, lo que significa que en lo que va del 2022, ya usamos lo que el planeta produce para todo un año. Esto es una muestra del poco sostenible ritmo de consumo en el planeta. Ayer se declaró el Día de la Sobrecapacidad de la Tierra, lo que significa que en lo que va del 2022, ya usamos lo que el planeta produce para todo un año.",0,0,0
3071,"#CIERTO Desde varias cuentas en redes sociales se ha comenzado a asegurar que esta tarde se hizo un allanamiento a la casa del expresidente @Lenin Moreno. La información es cierta, la @FiscaliaEcuador lo confirmó hace poco. #VerificaciónExprés #CIERTO Desde varias cuentas en redes sociales se ha comenzado a asegurar que esta tarde se hizo un allanamiento a la casa del expresidente @Lenin Moreno. La información es cierta, la @FiscaliaEcuador lo confirmó hace poco. #VerificaciónExprés",0,0,0
3072,"#NoComasCuento esta fotografía fue publicada el 14 de marzo, en la imagen se observaría barcos cerca de la costa de Singapur. Año tras año las flotas pesqueras arrasan con la fauna marina en el mundo, #Galápagos no es la excepción: #NoComasCuento esta fotografía fue publicada el 14 de marzo, en la imagen se observaría barcos cerca de la costa de Singapur. Año tras año las flotas pesqueras arrasan con la fauna marina en el mundo, #Galápagos no es la excepción:",0,0,0
3073,"El aeropuerto sí fue premiado, pero no es obra de Correa. El galardón lo recibió en los World Airport Awards, como “Mejor Aeropuerto Regional de Sudamérica” y “Mejor Personal Aeroportuario de Sudamérica”. #NoComasCuento El aeropuerto sí fue premiado, pero no es obra de Correa. El galardón lo recibió en los World Airport Awards, como “Mejor Aeropuerto Regional de Sudamérica” y “Mejor Personal Aeroportuario de Sudamérica”. #NoComasCuento",0,0,0
3074,"Imvanex, la vacuna contra la #ViruelaDelMono es autorizada en la Unión Europea. La Agencia Europea de Medicamentos recomendó esta vacuna como protección contra este virus. La Comisión Europea dio el aval para su uso. Lee la verificación completa: Imvanex, la vacuna contra la #ViruelaDelMono es autorizada en la Unión Europea. La Agencia Europea de Medicamentos recomendó esta vacuna como protección contra este virus. La Comisión Europea dio el aval para su uso. Lee la verificación completa:",1,0,1
3075,"La cifra de los 3 millones sale de la investigación de la Fiscalía. Ese monto se habría ofrecido a cambio de un cargo público. El Gobierno, hasta el momento, se deslinda, aunque se allanó la casa del exconsejero Juan José Pons. #NoComasCuento La cifra de los 3 millones sale de la investigación de la Fiscalía. Ese monto se habría ofrecido a cambio de un cargo público. El Gobierno, hasta el momento, se deslinda, aunque se allanó la casa del exconsejero Juan José Pons. #NoComasCuento",0,0,0
3076,"Una niña mexicana estudiará medicina a los 9 años. Michelle Arellano nació en Chiapas y su IQ es de 158 puntos. A su primer año de edad, ya sabía hablar inglés, mientras que a los cuatro años ya sabía leer y escribir. Lee la verificación completa: Una niña mexicana estudiará medicina a los 9 años. Michelle Arellano nació en Chiapas y su IQ es de 158 puntos. A su primer año de edad, ya sabía hablar inglés, mientras que a los cuatro años ya sabía leer y escribir. Lee la verificación completa:",0,0,0
3077,"Un puente se partió por las altas temperaturas en Quanzho-China. Hay advertencias de calor severo para casi 70 ciudades chinas, con temperaturas mayores a los 40 grados centígrados. Lee la verificación completa: Un puente se partió por las altas temperaturas en Quanzho-China. Hay advertencias de calor severo para casi 70 ciudades chinas, con temperaturas mayores a los 40 grados centígrados. Lee la verificación completa:",0,0,0
3078,"El #COE dispuso lineamientos para enfrentar la situación epidemiológica. Se enfatiza el uso obligatorio de mascarillas en casas de salud y en lugares donde no se pueda mantener el distanciamiento, y que las instituciones públicas realicen teletrabajo. El #COE dispuso lineamientos para enfrentar la situación epidemiológica. Se enfatiza el uso obligatorio de mascarillas en casas de salud y en lugares donde no se pueda mantener el distanciamiento, y que las instituciones públicas realicen teletrabajo.",0,0,0
3079,"Jorge Yunda quiere ser candidato a la Alcaldía de Quito, no se oficializa con qué partido. El exalcalde confirmó su intención el fin de semana. Aunque se lo relaciona con el movimiento Pachakutik, esa información no se ha hecho oficial hasta el momento. Jorge Yunda quiere ser candidato a la Alcaldía de Quito, no se oficializa con qué partido. El exalcalde confirmó su intención el fin de semana. Aunque se lo relaciona con el movimiento Pachakutik, esa información no se ha hecho oficial hasta el momento.",0,0,0
3080,"El Papa Francisco se disculpó por las violaciones de su iglesia en Canadá. Niños indígenas que vivían en internados católicos fueron víctimas del clero. Estos centros, según Francisco, fueron ""un error desastroso"" incompatible con el Evangelio. El Papa Francisco se disculpó por las violaciones de su iglesia en Canadá. Niños indígenas que vivían en internados católicos fueron víctimas del clero. Estos centros, según Francisco, fueron ""un error desastroso"" incompatible con el Evangelio.",0,0,0
3081,"La bodega de la Policía sí fue asaltada, se llevaron armas de dotación policial. La versión oficial es que en el ataque, ocurrido el domingo, habrían participado entre 20 y 40 personas fuertemente armadas. Lee la verificación completa: La bodega de la Policía sí fue asaltada, se llevaron armas de dotación policial. La versión oficial es que en el ataque, ocurrido el domingo, habrían participado entre 20 y 40 personas fuertemente armadas. Lee la verificación completa:",0,0,0
3082,"La @WHO recordó este 3 de agosto que no existe una cura para la COVID-19 “en este momento y puede que nunca haya"". Ningún alimento en específico puede sanar o prevenir la enfermedad causada por el nuevo coronavirus. La @WHO recordó este 3 de agosto que no existe una cura para la COVID-19 “en este momento y puede que nunca haya"". Ningún alimento en específico puede sanar o prevenir la enfermedad causada por el nuevo coronavirus.",1,0,1
3083,"#LoMásVisto | El asambleísta Fernando Villavicencio escribió esta frase en su cuenta de Twitter. Fue su reacción a la nueva matanza carcelaria, que esta vez dejó al menos 12 presos asesinados en Santo Domingo. #LoMásVisto | El asambleísta Fernando Villavicencio escribió esta frase en su cuenta de Twitter. Fue su reacción a la nueva matanza carcelaria, que esta vez dejó al menos 12 presos asesinados en Santo Domingo.",0,0,0
3084,"El anuncio se hizo en rueda de prensa, en #Ecuador se registran 3 casos de la #ViruelaDelMono. La #OMS dice que ya se han reportado más de 16.000 casos, cinco de ellos mortales, en 75 países. Lee la verificación completa: El anuncio se hizo en rueda de prensa, en #Ecuador se registran 3 casos de la #ViruelaDelMono. La #OMS dice que ya se han reportado más de 16.000 casos, cinco de ellos mortales, en 75 países. Lee la verificación completa:",1,0,1
3085,"Villavicencio sí promueve la reducción del número de asambleístas mediante consulta. También propuso que se consulte la eliminación del @CpccsEc , @CJudicaturaEc y la posibilidad de que la Justicia estadounidense extradite narcotraficantes desde Ecuador. Villavicencio sí promueve la reducción del número de asambleístas mediante consulta. También propuso que se consulte la eliminación del @CpccsEc , @CJudicaturaEc y la posibilidad de que la Justicia estadounidense extradite narcotraficantes desde Ecuador.",0,0,0
3086,"#LoMásVisto | Ecuador Chequea hizo 66 verificaciones durante los 18 días de manifestaciones: 32 resultaron contenidos falsos, 5 engañosos, 10 imprecisos, 3 sátiras y 1 inverificable. Apenas 15 (el 22%) correspondieron a información verdadera. #LoMásVisto | Ecuador Chequea hizo 66 verificaciones durante los 18 días de manifestaciones: 32 resultaron contenidos falsos, 5 engañosos, 10 imprecisos, 3 sátiras y 1 inverificable. Apenas 15 (el 22%) correspondieron a información verdadera.",0,0,0
3087,"#LoMásVisto | El domicilio de Juan José Pons fue allanado por una investigación previa. Pons fue nombrado hace un año como asesor ad honorem del presidente Lasso, en políticas bananeras. El operativo se realizó en cuatro provincias. #LoMásVisto | El domicilio de Juan José Pons fue allanado por una investigación previa. Pons fue nombrado hace un año como asesor ad honorem del presidente Lasso, en políticas bananeras. El operativo se realizó en cuatro provincias.",0,0,0
3088,"#LoMásVisto | En Galápagos luego de 20 años, una familia de flamingos vuelve a anidar. Pertenecen a una subespecie endémica del archipiélago; está catalogada en peligro y su nombre científico es ‘Phoenicopterus ruber glyphorynchus’. #LoMásVisto | En Galápagos luego de 20 años, una familia de flamingos vuelve a anidar. Pertenecen a una subespecie endémica del archipiélago; está catalogada en peligro y su nombre científico es ‘Phoenicopterus ruber glyphorynchus’.",1,0,0
3089,"No ha habido pronunciamiento oficial del Parlamento Europeo sobre la visa Schengen, la decisión no está tomada. Pilar del Castillo, parlamentaria europea, publicó en Twitter que se estaría trabajando en la exoneración para los ecuatorianos. No ha habido pronunciamiento oficial del Parlamento Europeo sobre la visa Schengen, la decisión no está tomada. Pilar del Castillo, parlamentaria europea, publicó en Twitter que se estaría trabajando en la exoneración para los ecuatorianos.",0,0,0
